11,0,故宮南院被潑漆的獸首引遊客好奇,故宮博物院南部院區中庭的12生肖獸首，昨天傍晚被兩名陳姓男女拿著紅色油漆攀爬上座台，對龍、馬獸首倒油漆，又在龍首座台噴上文化統戰字樣，南院昨天晚上已經除清乾淨，今天很多遊客前往參觀時，都譴責這種行為。 故宮南院處長王士聖說，南院中庭是開放空間，要防止類似的破壞行為難度很高，她請大家理性看待南院。 昨天傍晚5家住台北市的陳姓男子 (33歲)與陳姓女子 (19歲) ，拿著油漆走到故宮南院中庭對兩座獸首進行潑漆行為，遊客及保全看到後，立即上前制止報警，警方昨晚將兩人依法移送地檢署偵辦，經檢方訊問後，將兩人請回。 事發後，故宮南院立即用清潔劑將兩座獸首及座台的紅漆清除，今天很多到南院參觀的遊客也走到被潑漆的龍、馬首前拍照，譴責昨天的潑漆行為。 南院表示，中庭編制兩名保全，昨天下午5時正逢關館時間，一名保全站在北側崗哨了解遊客動線，另一人進入大廳了解遊客離開情形，這對男女就是利用這個時間潑漆，真的很難預防。,,,,,,,,,,,,,,,,,,,,,,,,
12,0,元旦連假 台中市警方酒駕大執法,明天起將有3天元旦連假，親友歡聚可能飲酒作樂，台中市警察局交通大隊今天提醒，3天連假警方將展開酒駕大執法，千萬不要違規酒駕。元旦連假即將到來，交通警察大隊提醒大家，參加聚會應謹記不要酒後開車，以確保自身及用路人的行車安全，度過平安快樂的假期。市警局為有效遏止酒駕案件一再發生，特別於明年1月1日至3日規劃取締酒後駕車勤務，針對各轄區易發生酒後駕車及易肇事路段，編排勤務加強執法強度與密度，希望藉由強力取締作為，產生嚇阻作用，以有效防止酒駕事故案件發生。另外，為有效遏止酒後駕車行為，市警局更規劃「斷源專案」勤務作為，針對轄區易酒駕違規及肇事路段、時段，提升執法密度及強度，並針對售酒餐廳、小吃部、KTV等公共場所，從源頭加強宣導「代客駕車」、「指定駕駛」、「勿酒後駕車」等防範措施，宣導與取締並重，杜絕心存僥倖者酒後駕車，以確保民眾生命、財產安全。交通警察大隊大隊長盧勇誌呼籲，酒後駕車行為是馬路上的不定時炸彈，危害民眾生命財產甚鉅，尤其適逢年度佳節，歡愉的聚會容易讓民眾忽略酒後駕車的危險性，提醒民眾，法律無假期，為了最愛的家人，切勿抱持僥倖心態以身試法，才能度過一個平安快樂的美好假期。,,,,,,,,,,,,,,,,,,,,,,,,
13,1,星巴克高雄典藏門市 全台首賣冷萃咖啡,精品咖啡風潮從北向南延燒，統一星巴克開出高雄首間典藏門市「美術願景門市」，且全台首賣「冷萃咖啡」(COLD BREW)，要讓南台灣的咖啡愛好者搶先體驗。為滿足高雄民眾需求，統一星巴克今天在高雄美術館特區引進首家典藏咖啡主題打造的「美術願景門市」，同時也是台灣第21家典藏門市。提供頂級典藏咖啡豆、精緻手沖服務。統一星巴克指出，美術願景門市佔地390坪、挑高7.2公尺，擁有南台灣首座專屬環繞式的典藏吧台，因應南部顧客對冰飲的需求，推出全台首賣、風靡美國市場的「冷萃咖啡」（COLD BREW），要讓南台灣的咖啡愛好者與咖啡老饕們搶先體驗。統一星巴克說，門市外觀採獨棟建築搭配大面落地窗環繞包覆，輔以戶外園藝造景，並首次使用黑鐵雷射切割的典藏門市標誌，室內採用多幅藝術作品，營造出藝術氛圍。統一星巴克在2000年進駐高雄地區，開設高雄第一家三多門市，目前高雄地區總店數已達28家；在拓點上，星巴克除鎖定交通要點，如左營高鐵、小港機場，及知名百貨商圈，如夢時代、高雄巨蛋。根據星巴克資料顯示，南部地區咖啡豆銷售佔比較北、中部高出2成，顯見南部民眾對於現煮咖啡飲料及居家咖啡調理的消費需求相當高。看好新興的高雄美術館特區潛力，統一星巴克認為，該區不但特色咖啡館、單品手沖咖啡店林立，藝文活動蓬勃發展，還有周邊學區與新建住宅，龐大的居民需求，可望成為咖啡愛好者的新基地。總計統一星巴克2015年門市淨增加34家，年底總店數來到364家；預計明年第一季會加速展店計畫，2016年底目標400家。,,,,,,,,,,,,,,,,,,,,,,,,
14,0,打房重災區！北台灣新案成交量腰斬,"在政府連年壓抑房市之下，房市現已身受重傷。住展雜誌統計，近三年來北台灣新成屋、預售屋成交金額連年驟跌，近年竟只剩約2,200億元，較去年銳減逾半，更比前年重跌約7%，成交額為近十餘年來最低，顯示政府似乎有救市的必要性存在。根據統計，102年底成交金額高達約8,954億元，多頭氣勢銳不可擋。但103年初，財政部長張盛和拋出房地合一稅構想後，因房地合一稅干擾、遲遲不定案而導致買方縮手，當年底成交金額大摔至約4,986億，驟滅約44%。從北台灣三都來看，台北市因有囤房稅與房屋標準單價調漲衝擊，堪稱最大受災區，今年新建案成交金額僅約416億，成交量為三都中最少，年減幅更高達約63%左右，衰退幅度十分驚人。台北市各行政區中，以信義、士林、文山和南港等區年衰退幅度最劇烈，新建案成交金額年減逾8成以上。新北市今年成交金額雖然還有約903億，為三都中最高，但年減幅仍高達約51%，年度成交量衰退幅度最大的分別是淡水、蘆洲與林口，至於桃園市的部份，所有行政區成交量年增幅全為負數，尤其是新屋、平鎮與大園等區，年衰退幅度均超過8成。然而，新屋成交量大減的原因，是因為供給減少所導致；新屋大部份舊建案已消化完畢，新供給量少，線上餘屋量不多。",,,,,,,,,,,,,,,,,,,,,,,,
15,0,後龍大火8死 家屬怨承租人未道歉,苗栗縣後龍鎮鐵皮屋大火釀8死悲劇，縣長徐耀昌今天到頭份市立殯儀館發放死者家屬一人2萬元慰問金；抱在一起葬生火窟的林姓姊妺花姐姐今天泣訴:「為何男生都逃出，女生都留在屋內被燒死」，盼檢警確實查明真相。苗栗地檢署指出，當場葬生火窟的7具遺體DNA都已比對完成，死者家屬陸續領取相驗屍體證明書，到頭份市立殯儀館領取大體返回住處縣市，今天仍有5名死者家屬待在頭份市立殯儀館處理後事，縣長徐耀昌到場關心。徐耀昌發放1人2萬元慰問金，並協調苗栗縣葬儀商業同業公會負責死者牌位費用，若家屬願意，也可負擔大體修復費用，一具約十幾萬元，也聯繫頭份市長徐定禎，希望能協助負擔殯儀館費用等，盡力幫助罹難者家屬。死者曾瓊媏、馬瑞蓮、林筠淇、林晏醇姊妹與潘欣怡等死者家屬，今天在殯儀館收下慰問金，神情哀戚；林筠淇、林晏醇姊姊向2個枉死的妹妹上香後，忍不住向縣長徐耀昌請命，希望相關單位能查明，「給家屬們一個交代」。林筠淇姐姐說，「我們要的是一個真相」，她質疑，為何同住二樓的4個男生，火警當時能把鐵窗踢破、跳下來，卻「把女生丟在裡面」。她認為，屋內十幾人應該都有時間與機會逃出，不解為何都是女生葬生火窟。林筠淇姐姐更提及，承租人劉家豪逃出火場後，「發生這麼大的事情，他當然要出面」，但至今只是神隱，從來沒有出面關心，甚至是道歉，死者家屬們情何以堪。,,,,,,,,,,,,,,,,,,,,,,,,
16,2,101蟬連全國地王 公告現值每坪6百萬,內政部今天表示，105年全國公告地價平均調升30.54%，其中宜蘭縣調升118%最多，但在全國方面，台北101大樓為蟬連地王，公告土地現值約達每坪新台幣600萬元。內政部上午發布新聞稿，發布民國105年各直轄市、縣（市）公告地價及公告土地現值，較上一次民國102年的評定調升30.54%，為民國83年以來最大的升幅，其中宜蘭縣調升118%最多。針對宜蘭縣公告地價上升，內政部分析主要是縣內農地興建房舍超限或違規使用情形嚴重，而由田賦改課地價稅，為合理反映其稅捐負擔公平性、合理性，105年公告地價以趨近同區段內建築用地的公告地價評定，故調幅較高；但對於一般供合法農業使用的農地，因仍維持課徵田賦且目前田賦停徵，並不會有影響。但在全國最高公告土地現值方面，地王同樣是為台北市信義區的台北101大樓，105年公告土地現值將達每平方公尺181.5萬元，也就是約每坪600萬元，緊追在後的是新光摩天大樓，每坪約589萬元。內政部表示，公告地價及公告土地現值分別為課徵地價稅與土地增值稅的參考依據，由直轄市、縣（市）依據市場買賣案例或收益實例價格查估，經召開說明會及地價評議委員會評議後，將在1月1日公告，民眾可在各直轄市、縣（市）政府地政局（處）網站及內政部地政司網站查詢。,,,,,,,,,,,,,,,,,,,,,,,,
17,2,iPhone新4吋 傳鴻海富士康已試產,蘋果(Apple)新4吋iPhone萬眾矚目，有消息傳出，鴻海富士康已經開始小規模試產新4吋iPhone，預計明年1月份正式量產。新4吋iPhone應該稱為iPhone 6c還是iPhone 7c，眾說紛紜，不過一般市場預期，新4吋iPhone將在明年4月推出。尤其是中國大陸媒體日前指出，中國移動公布明年1月到4月以及之後的新品推出時程表，在時程表上可看出，中國移動在明年4月規劃推出蘋果新產品，更加坐實了外界的推測。國外科技網站Gadgetzarena和中國大陸網路媒體爆料，鴻海富士康已經開始小規模試產新4吋iPhone，大規模量產的時間點，可望在明年1月份啟動。中國大陸媒體日前指出，新4吋iPhone外觀可能跟iPhone 5s相差不多，將會提供3種機殼配色選擇，電池容量預估可提升到1642mAh。國外科技網站9to5Mac日前引述不具名消息人士報導，蘋果規劃明年3月舉辦發表會。蘋果正在開發新4吋iPhone手機，可能有機會在明年3月的發表會上亮相。陸媒研判，若蘋果明年3月公布新4吋iPhone的消息屬實，那麼新4吋iPhone有機會在明年4月於中國大陸上市。大部份市場分析師預期，蘋果新4吋iPhone價格大約在400美元到500美元區間，新4吋iPhone可能內建蘋果A9處理器，將支援Touch ID和Apple Pay功能，採用多彩金屬機殼。有分析師預估，新4吋iPhone面板將採用2.5D表面玻璃。Appleinsider日前引述資產管理公司派杰(PiperJaffray)調查美國智慧型手機使用者結果顯示，約有20.3%的消費者青睞4吋智慧型手機，這意味著蘋果若明年推出新4吋iPhone，有一定的市場潛力。,,,,,,,,,,,,,,,,,,,,,,,,
18,0,邱毅批蔡英文讓人笑掉大牙,前國民黨立委邱毅等人質疑民進黨總統候選人蔡英文炒地獲利，遭民進黨控告違反正副總統選罷法，台北地檢署今天傳喚邱毅與立委王育敏出庭。邱毅出庭前諷刺蔡英文炒房，還敢提安心住宅計畫，簡直讓人笑掉大牙。邱毅表示，今天來到這裡有點感概，蔡英文曾說，如果當選將是最會溝通的政府，他看應該是最會告人的政府。,,,,,,,,,,,,,,,,,,,,,,,,
19,2,新北巿元旦起推出7便民3補助,新北市政府105年1月1日起將陸續推出包括各地政事務所均可跨所代收案件等7項便民服務、績優運動選手訓練補助等3項補助福利。7項新增便民服務分別是新北市各地政事務所均可跨所代收案件，另外也可申報地價及使用信用卡刷卡繳納證照及地政規費；在捷運站可辦理敬老或愛心悠遊卡展期；與新北市農會合作，於真情食品館網購通路上架販售蔬果箱，增加農民銷售管道及提供消費者選購蔬果更便利；新北市水土保持技師服務團每週一、四上午在新北市府及每月最後一週星期三於貢寮與石門區公所提供免費諮詢服務。3項補助福利，包括訂頒「新北市政府發給績優運動選手訓練補助金實施要點」，提供績優運動選手參賽補助，以專心投入訓練；另外訂定「歸漁返鄉計畫」協助漁青籌措就業基金及創業貸款；還有免費補助造林人木屑有機堆肥等。市府表示，有關申請新增身心障礙者在購屋、停車位貸款利息、承租停車位簡化審查程序以及中低收入老人重病住院、低收入與中低收入戶傷病住院看護補助等，原需二階段審定的案件則改由區公所直接核定，簡化行政流程。同時，訂定「105年新北市社區可食地景暨綠美化競賽」及「愛上水梯田 · 社區亮點補助計畫」方案，以提高市民社區參與。為照顧勞工權益，修正「新北市政府勞資爭議事件及涉訟權益補助金要點」，調高勞工涉訟權益補助訴訟及裁決期間生活費用金額。另針對土城DF054土石流潛勢溪流，將自明年4月1日起進行監測，保障民眾生命財產安全。,,,,,,,,,,,,,,,,,,,,,,,,
20,0,婚前劈腿前男友15次 夫告通姦不起訴,高雄市黃女、許男今年8月底結婚，黃女婚前仍與蘇姓前男友藕斷絲連，連續發生15次性關係，黃因不堪蘇不斷騷擾，婚後向許坦承曾與蘇在今年6月至9月發生性關係，其中9月初還讓蘇親吻胸部，許狀告蘇、黃二人通姦、相姦罪，後來撤回對妻子的告訴，雄檢今偵結，認定性關係發生在婚前，不構成妨害家庭，另外黃讓蘇親吻胸部的行為，雖然發生在婚後，也與通姦罪認定的姦淫行為有別，處分蘇不起訴。,,,,,,,,,,,,,,,,,,,,,,,,
21,1,勇士教練柯爾，1月3日復出執教,NBA戰績第一的金州勇士教練柯爾（Steve Kerr）預定在1月3日勇士對丹佛金塊的比賽中復出執教，開季以來。柯爾因為背部開刀不適休養，由首席助理教練華頓（Luke Walton）代理，勇士開季打出24連勝史上最佳，在客場輸給小牛前29勝1敗戰績，也是史上前30場比賽最佳勝率。柯爾上季率領勇士奪冠，也是西區明星隊教練。,,,,,,,,,,,,,,,,,,,,,,,,
22,0,桃園立委／立委競選 呂玉玲告張肇良不實抹黑,爭取連任的國民黨立委呂玉玲今天到桃園地檢署按鈴申告，指控同選區民進黨立委候選人張肇良抹黑，違反選罷法意圖使人不當選、刑法誹謗等罪。張肇良上午掃街拜票，尚未對此事做出回應。呂玉玲表示，張肇良一直說她阻擋兒少法案，還說她在里長會議發便當，但便當是區公所發的，這些都是不實指控。選舉是在爭取民眾支持，但對手一直抹黑，已有兩三個月時間，實在忍無可忍才會提告。,,,,,,,,,,,,,,,,,,,,,,,,
23,0,謊稱總統府有炸彈 精障男恐嚇起訴,高雄市彭姓男子涉嫌今年9月二度以兒子手機，撥打110向警方報案，稱總統府、各縣市市長室、議員的辦公室都安裝炸彈，全案經高市刑大調閱通聯紀錄後，帶回彭男，彭提出就醫紀錄，辯稱自己有精神疾病，檢方認定彭的精神疾病屬於輕度，且未因精神疾病而造成辨識違法能力降低，今依恐嚇、誣告罪嫌起訴。,,,,,,,,,,,,,,,,,,,,,,,,
24,1,國防部「國軍形象月曆」亮相,國防部上午舉行記者會推出105年「國軍形象月曆」，月曆入鏡的男、女軍官各六員，皆由「莒光園地」中遴選，傳達國軍專業、正面及清新形象。,,,,,,,,,,,,,,,,,,,,,,,,
25,0,Google機器狗 美軍嫌吵不派上場,"美國軍方表示，暫時不打算部署1個與谷歌（Google）聯合開發的機器狗，原因是機器狗「太吵」。英國廣播公司（BBC）網站報導，有些人稱為「大狗」（big dog）的「步兵班組支援系統」（LeggedSquad Support System, LS3），能夠負載400磅（約181.4公斤）裝備翻山越嶺，還能解讀語言和視覺命令。但美國陸戰隊現在認為，「大狗」的汽油引擎聲音過大，無法用在戰鬥中。根據陸戰隊作戰實驗室（Marine CorpsWarfighting Laboratory）發言人歐爾森（ KyleOlson），去年1場大型現場試驗讓機器狗的缺點原形畢露。「大狗」LS3由谷歌2013年買下的機器人設計公司「波士頓動力」（Boston Dynamics）研發，是與五角大廈研究部門國防先進研究計劃署（DARPA）合作的產物之一。這個機器狗據說會發出類似割草機的噪音，這在戰況中不可行，且維修也很困難。「波士頓動力」為此做出修正，打造出相對安靜、以電力驅動的機器狗「Spot」。然而，儘管今年9月測試成功，陸戰隊還是決定不帶它上場，因為體型較小的Spot只能負載40磅，而且缺乏LS3自動化性能。谷歌長久以來一直表示希望脫離軍事合約。這家科技公司曾說，打算研發用於製造業和工業的機器人。負責任機器人科學基金會（Foundation forResponsible Robotics）共同主任夏基（Noel Sharkey）告訴BBC：「其實真正問題在於，要讓電池驅動的Spot升級到大狗水準，必須採取更多步驟，恐怕要花一兩年時間研發，甚或新的DARPA合約。」「因此這一切看來像是陸戰隊為了保面子的聲明，讓這看起來像是他們在自己被甩了之前，先甩了谷歌/波士頓動力。」",,,,,,,,,,,,,,,,,,,,,,,,
