11,0,持槍找人理論反遭棍擊昏迷 兩男送辦,新北市湯姓男子疑似先前討債自認遭辱，昨晚持2把手槍回到汐止一處夜市欲找當事人理論，卻遭管理員拿起木棍猛敲頭部，造成湯男昏迷。汐止警分局偵查隊長余祥雲今天表示，橫科派出所昨天晚間11時11分接獲民眾報案，指弘道街8巷停車場內的夜市鐵皮屋辦公室內發生糾紛，有人受傷。警方獲報後，立刻派員前往現場，發現38歲的湯姓男子倒在地上，經通知119緊急送往台北市忠孝醫院搶救後，雖已恢復心跳，但仍陷入昏迷，目前正在加護病房救治中。警方隨後在現場逮捕兩名均為24歲的李姓及吳姓男子，並查扣2把改造手槍、12發子彈及木棍；警方調查，由於湯男先前曾幫友人協調債務問題發生口角，自認遭羞辱，昨天晚間9時45分，持2把改造手槍，前往夜市打算找當事人理論。未料卻與吳男和李男發生爭執，雙方爆發肢體衝突，拉扯過程中，湯男擊發1槍，子彈擦過李男右手臂，造成輕微擦傷，此時，吳男見狀立刻拿起身旁的木棍，朝湯男頭部猛力揮打，直到湯男倒地，再通知友人打電話至橫科所報案，全案訊後依殺人罪，將兩嫌移送法辦。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,友達股價回溫 股價已回月線之上,友達（2409）今天股價以9.91元開出後，一度走揚到10.05元，盤中股價由紅翻黑，股價走跌0.8%，但股價已在月線之上。面板廠面臨景氣逐漸失溫的陰霾，對此友達董事長彭&,21452;浪表示，若以過去經驗來看，每年1月、2月通常假期銷售剛過完，需求較為看淡；很多品牌新產品都會在2月3月後推出新產品，若以一般過往的常態觀察來說，1月、2月需求較弱，3月、4月的需求應該就有機會回升。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,山水水泥稱財務記錄失蹤 資金鏈吃緊,山水水泥30日在香港聯交所發布公告，稱兩名執行董事已向香港警方報案，因被罷免董事住所內帳簿、記錄及重要文件失蹤。目前山水水泥因資金鏈吃緊，即將面臨第二筆債券違約。無獨有偶，同樣是在香港上市的中國動物保健品有限公司29日公告稱，一輛裝載有集團所有財務文件正本的卡車被盜，文件遺失，股票繼續停牌，引發輿論一片譁然，網友紛紛表示被這停牌理由「醉倒」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,后里女兵喝清潔劑輕生 意識清醒觀察中,台中后里陸軍裝甲586旅女兵喝清潔劑輕生，上午7時許姓女兵在寢室廁所，喝洗廁劑輕生，其他同袍發現許女把瓶口含入口中，大喊不想活了，趕緊送醫。衛生福利部署立豐原醫院表示，25歲許女正由軍中同袍陪同就醫，同袍發現她疑似喝了洗廁劑，協助就醫，患者自訴胃痛想嘔吐，意識清醒，口腔紅腫。注射點滴留觀。軍方辦理轉院中陸軍十軍團指出，二兵許女原在工廠當作業員，因待遇不好才當兵，入伍4個月，月薪約3萬元左右，可能不適應軍中生活才想輕生。<b> 自殺，不能解決難題；求助，才是最好的路。求救請打1995 ( 要救救我 ) </b>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,北市已完工自行車道 目前使用率低,台北市交通局上午說明未來台北市自行車道「三縱三橫」計畫，三縱為中山北、松江、復興南北路（目前施工中），三橫為南京東、仁愛、信義路。目前已經完工的復興南路段、仁愛路口，可能是宣導不夠的關係，大部份騎自行車的民眾還是習慣騎在人行道上，只有少數民眾知道鋪設柏油的部分是自行車道。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,總統大選醫療改革議題民調 結果出爐,醫改會上午舉行記者會公布「總統大選醫療改革議題全國民調」結果，醫改會董事長劉淑瓊表示，民調顯示有85%民眾贊同優先「立法規定財團法人醫院的盈餘必須用在提升醫療品質」，有84%民眾希望新總統能有效「改善醫護人力不足問題」，有76%贊同先改善「大醫院一床難求」的問題。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,熱鬧2015 王室寶寶與名人話題發燒,"2015是影藝圈熱鬧精彩的一年，多位明星名流引發勁爆議題，有人大放異彩，也有人沈淪醜聞，或者激勵人心，或者驚世駭俗，星味十足的英國王室也沒缺席，誕生超萌新成員搶鏡頭。根據美國廣播公司新聞網（ABC News）等媒體報導，一年來最受媒體注意的名流和演藝圈事件包括：<strong><font color=""0074ad"">● 英國小公主夏綠蒂（Princess Charlotte）</font></strong>英國威廉王子（Prince William）與嬌妻凱特（Catherine）的第2個孩子5月2日出生，夏綠蒂小公主成為王室第4順位繼承人，繼早兩年出生的哥哥小王子喬治（George）之後，再度成為全球目光焦點。<strong><font color=""0074ad"">● 星際大戰七部曲：原力覺醒（Star Wars: The Force Awakens）</font></strong>星戰迷期待超過1年，星戰7原力覺醒終於在12月18日上映，威力席捲全球，到耶誕節週末假期過後，上映12天全球票房就將近11億美元，是史上最快賣破10億美元大關的電影，打破今年稍早上映的「侏羅紀世界」（Jurassic World）上檔後13天達標的紀錄。星戰7獲看好可能擠下詹姆斯柯麥隆（JamesCameron ）的「阿凡達」（Avatar），登上北美史上最賣座電影寶座，但是否能超越阿凡達全球28億美元票房紀錄，可能取決於中國大陸市場。<strong><font color=""0074ad"">●泰勒絲（Taylor Swift）</font></strong>美國流行樂壇小天后泰勒絲今年發行的專輯「1989」連續11週雄踞「告示牌200專輯排行榜」榜首；她在MTV音樂錄影帶大獎和全美音樂獎奪下多項獎項，成為大贏家，又風光獲第58屆葛萊美獎7項提名。<strong><font color=""0074ad"">● 凱特琳．詹納（Caitlyn Jenner）</font></strong>美國前奧運十項全能金牌勇將詹納變性，4月宣布「我是女人」，6月以女裝現身浮華世界（Vanity Fair）封面，宣布改名為凱特琳，從此為變性人權益發聲。她在洛杉磯年度體育卓越表現獎（ESPY）頒獎典禮領取亞瑟艾許勇氣獎（Arthur Ashe Courage Award）時說：「重要的是所有人能彼此接受。」<strong><font color=""0074ad"">● 愛黛兒（Adele）</font></strong>英國鐵肺歌后愛黛兒2011年發行上一張專輯「21」，拿下6座葛萊美獎，相隔近5年後，今年11月20日才又發行新專輯「25」，在美國上市1週銷量即達338萬張，打破歷來發行首週的銷售紀錄，3週後即賣出500萬張，再次挾過人歌藝展現吸金功力。<strong><font color=""0074ad"">● 查理辛（Charlie Sheen）</font></strong>50歲美國男星查理辛11月在電視訪問中承認，4年前診斷出感染人類免疫不全病毒（HIV），也就是愛滋病。據傳這個好萊塢壞小子得知染病後仍持續與許多女子發生性關係，但他堅稱對每名性伴侶誠實交待。<strong><font color=""0074ad"">● 比爾寇斯比（Bill Cosby）</font></strong>10多名女性去年底出面，指控美國老牌喜劇演員比爾寇斯比對他們下藥性侵，到今年指控他的人數已突破50人。「紐約」（New York）週刊今年7月刊出驚人封面故事，35名女性面對攝影機指控比爾寇斯比數十年來的犯行，但他否認有任何不當行為，也從未被起訴。<strong><font color=""0074ad"">● 大衛賴特曼（David Letterman）</font></strong>大衛賴特曼深夜秀（Late show）5月播出最後一集，吸引近1400萬人收看，節目相當感性，多位美國總統和好萊塢明向68歲的大衛賴特曼告別。美國電視世代交替快速，重要節目主持人與新聞主播，如今幾乎全由新世代接手。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,歡樂合唱團演員持猥褻兒童照 加州落網,美國加州警方表示，以電視劇「歡樂合唱團」（Glee）闖出名氣的好萊塢演員馬克沙林（Mark Salling），今天因被控持有兒童猥褻照片在洛杉磯被捕。警方發言人赫南德茲（Ricardo Hernandez）告訴法新社，今天早上，警方兒童網路犯罪特別調查小組搜索33歲沙林在洛杉磯桑蘭德（Sunland）的住家，並將他帶至拘留所。在福斯影集「歡」劇中飾演壞男孩派克曼（Noah Puckerman）的沙林，保釋金為2萬美元。赫南德茲補述，「本案將呈交地方檢察官，他們會決定罪證是否足以延押。」名流娛樂網站TMZ報導，當局在沙林的電腦找到超過1000張「兒童性剝削」影像，TMZ指出，警方同時扣押他的手機與其他電子相關設備。法新社要求沙林的發言人針對此事發表評論，但未獲回應。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,多所國立大學評鑑僅「有條件通過」,高教評鑑中心今天公布104年上半年大專校院的系所評鑑結果，有八所公私立大學校院、126個班制受評，有四個班制「有條件通過」，其中國立暨南大學就有3個，分別是東南亞學系碩士在職專班、終身學習與人力資源發展碩士學位學程、華語文教學碩士學位學程，另一個是稻江管理學院行動科技學系。另外，104年通識教育部分有四所大學受評，兩所「有條件通過」，分別是暨南大學和長庚大學的通識教育；中山醫學大學的通識教育課程，102年度上半年和這次再評鑑，連續兩次都「有條件通過」。高教評鑑中心品質保證處處長蘇錦麗表示，系所評鑑被評為「有條件通過」的系所班制，主要缺失包含：系所自我定位、教育目標難以達成、課程設計無法有效達成欲培養的人才目標、師資員額與專長仍不足無法滿足教學與研究需求，以及自我分析、改善與發展功能仍待發揮。蘇錦麗表示，評鑑結果為「有條件通過」與「未通過」的單位，必須在一年後分別接受「追蹤評鑑」與「再評鑑」，若「追蹤評鑑」與「再評鑑」結果仍為「有條件通過」或「未通過」，則應於一年改善期後提出自我改善計畫與執行成果。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,俄總統年曆耍man賣萌 20萬份熱銷,俄羅斯總統蒲亭的粉絲現在可以「和總統相處一整年」了，俄國發行這位強人限量版年曆，內有多種精心安排的姿勢，像是裸上身釣魚、和小狗臉貼臉。20萬份年曆幾乎快賣光。美國有線電視新聞網（CNN）報導，年曆每個月主打這位俄羅斯最受歡迎領袖的照片，包括上教堂、舉重和穿軍裝的樣子。每張照片還附上蒲亭個人的一句話，主題從他對狗狗的愛、俄國女性、釣魚、到俄國漸強大的軍力。在11月月曆中，蒲亭說他和狗彼此「相親相愛」，3月則是讚美俄國女生「最美麗」。這份年曆由小報「星辰建言」（Stars and Advice）發行，報社表示印製20萬份。不意外，在蒲亭支持度常常高達8成的俄羅斯，這份年曆大受歡迎且即將銷售一空。網友反應不一：「天啊」、「CNN你一定是在搞笑吧」、「哈哈哈，我要買一本，我需要鳥籠紙墊」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,北市府花5百萬 請人拍忠孝橋被批膨風,台北市長柯文哲為推動「西區門戶計畫」，敲定明年農曆春節，以8天時間拆完忠孝橋引道，他還自豪地說「這個會上Discovery」，昨天被議員踢爆，觀傳局花了5百萬請國家地理頻道來拍，根本就是「膨風」、「好大喜功」，柯今天回應，觀傳局花了五百萬的城市行銷企劃案，跟他講得無關，至於花這五百萬值得嗎？柯說，五百萬不只有拍這條橋，還有拍整個舊城區發展的歷史，拆橋只是故事裡的一段。柯文哲說，原本拆除忠孝橋引道是3個月的工程，後來在市長室會議有激烈辯論，現在壓到八天要多花五千多萬，發現在過年期間找工人都很難，要動用外勞，因為在過年期間很難找到本國的工人，，因為很難把忠孝西路封住三個月，無法預測後果，台北市民會抓狂，因此利用過年八天連續假期把忠孝橋拆掉。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,一枚血指紋 偵破八年前竊盜案,41歲屏東枋寮洪姓鄉民，曾在民國95年因竊盜、毒品案件入監服刑，沒想到仍不知悔改，隔年又跑到新埤鄉民宅內闖空門，先利用鐵撬將屋主的冷氣推入屋內，從冷氣孔鑽入屋內，竊取現金200元及價值8000元的音響。員警報場後，發現一樓房間牆壁有洪嫌因拆卸冷氣機時，不慎遭冷氣機角鐵割傷所留下的血跡，員警採集血跡後，送交刑事警察局進行DNA鑑定建擋。事隔八年後，洪嫌在今年再度犯下竊盜案，經採樣比對後與八年前的DNA相符，屏東地檢署依竊盜罪嫌將洪嫌提起公訴。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,iPhone 7傳聞多 7大功能被點名,蘋果(Apple)下一代iPhone 7影子都還沒有，網路傳言、爆料滿天飛，可見市場關注的程度。這七大功能持續被點名，或許有機會成真，果粉不妨參考看看。iPhone 7之所以被市場高度期待，主要還是iPhone6s系列銷售狀況不如預期。大家開始把焦點放在蘋果是否在明年下半年推出新一代iPhone 7手機，期盼可能的iPhone 7扮演「救世主」，拉抬全球智慧型手機以及蘋果iPhone系列銷售疲軟的態勢。近期網路上對於iPhone 7的傳言不斷，有一些功能持續被點名，或許有初步的參考價值，結果如何，有待亮相後的證明與檢驗了。一、在辨識功能上，iPhone 7可能採用隱藏式的螢幕指紋辨識功能，之前與指紋辨識功能的Home鍵設計，可能被取消。二、在3D Touch部分，iPhone 7可能會繼續採用類似技術和架構的3D Touch方案。三、在連接埠設計上，iPhone 7可能沒有耳機插孔，蘋果可能將頭戴式耳機孔從iPhone 7設計中移除，改以蘋果自家all-in-one傳輸連接埠Lightningconnector。四、透過這樣的設計，iPhone 7厚度可能會變薄，比iPhone 6s/6s Plus的7.1公釐，可能再變薄1公釐。五、iPhone 7也可能具備防水和防塵的功能，不排除明年蘋果各項產品都將強調防水和防塵的設計。六、iPhone 7可能會更加重視健康追蹤的應用軟體平台設計與環境。七、iPhone 7應該仍有4.7吋和5.5吋這兩款機種，iPhone 7可能搭配最新A10處理器，在明年第3季量產。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,陸最年輕最帥大學校長 被判無期徒刑,曾有「中國最年輕最帥校長」之稱的大陸南昌大學前校長周文斌，因受賄和挪用公款，29日一審宣判被判無期徒刑。這件案子創下大陸司法審判的一些記錄，判決結果也引發爭議。中國大陸新京報報導，周文斌因受賄和挪用公款兩項罪名，被南昌中級人民法院判處無期徒刑，剝奪政治權利終身，並沒收個人全部財產。周文斌表示要上訴。南昌中級人民法院表示，周文斌在2002年到2013年間，利用職務之便謀取利益，非法收受財物共計人民幣2111.8萬元（約新台幣1億559萬元），另有名錶及外幣，周文斌並兩次挪用南昌大學公款共計5875萬元。這個案子創下的大陸司法審判紀錄，包括2次完整庭審程序，及一審持續審理23天，創下職務犯罪庭審時間最長紀錄。宣判前4天，南昌中院副院長譚紹木還探訪周文斌並告知刑期，周文斌因此在判決前就寫下「士可殺不可辱」的上訴意見。周文斌庭審中自辨2天半，也創下紀錄，他在庭審時曾表示遭刑訊逼供。周文斌30多歲就當上廳級幹部，42歲擔任南昌大學校長，南昌大學新校區的建設是他任內最大政績。大陸媒體還報導，周文斌有20多個情人，常看色情網站，但支持周文斌的人士認為這是轉移焦點的抹黑。不少南昌大學的學生或校友肯定他在南昌大學的種種建設作為，並認為刑期太重。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
