11,2,政見會結束 副總統候選人陸續離開,中選會舉辦的副總統電視政見會，晚間在公共電視登場，三位副總統候選人王如玄、陳建仁、徐欣瑩在發表完政見後，陸續步出會場接受訪問。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,王如玄再攻蔡英文 只會犧牲民眾,副總統候選人政見發表會，國民黨候選人王如玄在第二輪發言時，則以當初蔡英文主導WTO（世界貿易組織）入會談判時，讓米酒調漲9倍，犧牲國民權益為例子，批評民進黨「有史以來距離權力最近，但離人民最遠」。王如玄表示，加入TPP、RCEP這兩個區域整合固然重要，但不能拿弱勢作犧牲，一定要協助產業轉型。1998年台灣談判進入WTO是「最壞的示範」，例如將紅標米酒當成蒸餾酒來科稅，價格由21元漲至130元，最後漲至180元。使得民眾不得不買品質沒有保障的私酒，但造成多起中毒事件，甚至有12人因此死亡。當時主談的政大國貿系教授蔡英文還在媒體撰文辯解：紅標米酒本來就是低品質酒，價格太低不敷成本，希望消費者改變心態；同時強調我方在談判上「不太可能有接受米酒降價的空間，將責任推給民眾。2005年，國民黨立委提案降米酒價格，當時擔任民進黨立委的蔡英文再度反對，說這是WTO規定。但馬政府上台後，2009年透過修法，將米酒改列為料理酒，又降回25元。王如玄的結論是，對於人民切身的事，蔡只會拿出冰冷的法律條文和「自以為優秀的談判技巧」，懷疑她能為人民把關。王如玄也批評，蔡英文又要和當年的蔡教授一樣，犧牲國人的權益，「門票的代價是否太高？」王如玄並以蔡英文日前宣示，將以日韓標準開放含有瘦肉精的美豬進口為例，表示自己與先生過去每周上教會，通常順便到士林夜市吃晚餐，「一碗排骨湯加一碗滷肉飯就是一餐」，未來是否連這都將變成一種奢侈？在第三輪發言中，王如玄則強調照顧弱勢，並批評民進黨只有把支持自己才叫團結。她擔任勞委會主委時，民進黨立委反對寬新住民（外配）的工作權，認為是搶台灣人的工作。王如玄說，這些嫁來台灣的新住民「是我們的內人，不是外人」，如果連內人都要排斥，如何能和世界競爭？結論時她表示，自己參選的原因，是因為看到台灣有這麼多真誠善良的人，希望能夠捍衛這些價值。【中央社／台北4日電】副總統候選人王如玄今天在電視政見發表會上談到區域整合，批評民進黨總統候選人蔡英文打算開放含瘦肉精美豬，拿人民健康來換TPP的門票。副總統候選人電視政見發表會今晚登場，國民黨副總統候選人王如玄在第2輪政見發表時表示，藍綠兩黨都在談區域經濟整合，盼加入跨太平洋夥伴協定（TPP）和區域全面經濟夥伴協定（RCEP），但要加入國際組織，首要的前提是不能拿弱勢族群權益作為經濟成長的肥料。她強調，民進黨總統候選人蔡英文同意開放美豬的議題，指出若民進黨執政後開放含瘦肉精美豬，就是拿人民健康來換加入TPP的門票。她說，台灣加入世界貿易組織（WTO）後，紅標米酒被當作蒸餾酒計價，每瓶從新台幣21元漲到130元，甚至還有飆到180元，讓許多坐月子的女人和愛吃薑母鴨的人感到很痛苦，甚至也讓私釀米酒猖獗，造成12人甲醛中毒死亡。她批評，當時負責參與談判的就是民進黨總統候選人蔡英文，而蔡英文當時還投書媒體，要民眾接受米酒漲價的事實，要民眾承擔談判錯誤的結果。她說明，米酒價格回穩是2009年國民黨執政時，當時菸酒稅法修改後，米酒才調回25元，這就是把人民關心的事當成大事的政府；開放美豬不是換取TPP門票的唯一方法，若未來執政，談判過程不應犧牲弱勢族群，政府也該協助產業轉型。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,梁修身為外配發聲 海倫清桃淋成落湯雞,導演梁修身為製作執導民視新戲「新娘嫁到」宣傳走透透，台越混血女星海倫清桃為了首度長劇演出，卯足勁隨隊賣力宣傳，為外配發聲，日前一行人赴台中宣傳，現場苦站2小時，上台時又碰上大雨，慘淋成落湯雞。活動結束，一行人因活動延遲，原訂高鐵票換票，結果碰上結束元旦收假人潮，包括導演梁修身、海倫清桃、阮氏翠恆只能拿站票，幸好行經新竹有人下車，才終於有位子，海倫清桃笑言：「回到家立刻頭昏眼花，還好喝薑湯才好一點。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,瑪丹娜前夫傳已請律師要奪回兒子監護權,瑪丹娜的兒子洛可和她之間僵局未解，歐美媒體報導洛可已在社群網站上將母親封鎖，完全不想讓她知道自己的動態，反而父親蓋瑞奇與妻子賈姬並未被他拒絕。英國「每日郵報」指蓋瑞奇已聘請律師準備打監護權的官司，洛可本身希望留在英國與父親、後母同住，打死不願再回母親身邊。據報導，洛可受不了瑪丹娜的控制欲過強，之前她隨便發布兒子照片，也令正在青春期、情緒敏銳的他很難為情，對母親更加反感，想脫離她的掌控。向來強勢的娜姐，自然不會坐以待斃，同樣準備找強大的律師團隊迎戰，可惜監護權之爭或許有輸贏，一家撕破臉的形象傷害不見得好彌捕。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,製造業附加價值率逾二成 學者評：頗低,主計總處今公布，2014年台灣製造業附加價值率提高至24.8%，為2010年來最高。不過中央大學經濟系教授邱俊榮說，台灣生產成本已較低，這樣的表現其實沒有高到哪裡，甚至值得憂心。附加價值率止附加價值占生產總額比重，代表每生產一單位產品，所創造新增價值的能力。主計總處公布2014年製造業附加價值率二成四，較2013年23.7%微幅成長；主因是近年國際農工原料價格下跌，使廠商原物料投入成本降低，再加上企業持續研發創新，提升產品附加價值所致。不過邱俊榮認為，台灣製造業多生產零組件、半成品，成本已經偏低，且很多產業將生產線外移降低成本，但廠商投入成本偏低後仍只有24.8%的附加價值率，相當令人憂心。邱俊榮分析，台灣的產業型態使附加價值率明顯落後日本、美國的三成多，雖然產業結構類似韓國，因此附加價值率走勢高度重疊，但韓國多了品牌廠，產業也比台灣多元，面臨景氣衝擊的能力便較台灣強，2015年經濟成長率優於我國。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,專家：陸可能同時建造2艘航空母艦,中共軍方日前證實正在建造第2艘航空母艦，外媒隨即報導第3艘航艦正在上海建造。中國大陸軍事專家認為，航艦技術摸索周期長，大陸為防止技術過時，的確可能同時建造2艘航艦。大陸國防部發言人楊宇軍2015年12月31日首度證實，大陸正在遼寧省大連市建造第2艘航艦。日本讀賣新聞今年1月1日報導，大陸第3艘航艦也已開始在上海市建造，且不僅是模仿大陸首艘航艦「遼寧號」。報導引述熟悉共軍動向的人士說法指出，到2020年，共軍將形成擁有3艘航艦的戰鬥群，為此將加緊建造新型航艦。大陸軍事專家李莉接受中央電視台「今日關注」節目採訪時說，遼寧號已服役3年，藉由這3年的先期探索和大量試驗，大陸已具備建造同噸位航艦為起點，同時探索建造更高階航艦的能力。李莉表示，鑑於航艦技術摸索周期漫長，若建好一艘再建下一艘，很多前期預設項目到了真正啟動可能都已過時，所以同時建造2艘航艦的可能性的確存在。據大陸國防部公布的資訊，大陸第2艘航艦排水量約為5萬噸級，採用傳統動力；搭載陸製殲15戰機和其他型號艦載機，固定翼飛機採用滑躍起飛方式。這與外界先前臆測這艘航艦將採彈射起飛有所出入。對此，大陸軍事專家尹卓說，新航艦吸收了遼寧號的經驗，以此為基礎，再進一步建造更大、更先進的航艦，是較為合理的途徑。尹卓表示，據軍方評估，同噸位航艦艦載機採彈射起飛，作戰能力約為滑躍起飛的4倍。彈射起飛是今後航艦發展的必然趨勢，「對中國而言已經不存在任何技術難題」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,徐欣瑩3聲帶發表政見 喊話「重視阿公阿嬤福利」,徐欣瑩表示，根據統計，台灣每6人要扶養1位老人，10年後每3人要扶養1位老人；未來將推動照護體系養生村，鼓勵保險業與社會企業投入社區長照事業，長照人力由政府培育，推動銀髮族志工訓練認證。客家政策，徐欣瑩說，客家鄉親擔心，年輕人不會講客家話，客家語言與文化會流失；未來將營造公共領域客語服務，透過科技傳播，發揚客家美食、文化活絡，也積極培育客家青年參與客家事務。徐欣瑩也用台語說，她的爸爸是客家人，媽媽是河洛人，雖然她的台語、客語說的不輪轉，但她跟大家一樣，保持祖先精神與腳步，認真打拼、刻苦耐勞，互相幫忙；這次宋、徐合作，代表不同的族群、黨派、世代合作。徐欣瑩說，她的專業是「做地圖」，拜科技之賜，現在有電子地圖，衛星定位，做地圖過程，以台灣地圖來說，我們要能夠把各個地圖一塊一塊的拼接起來這種概念，用到政府管理，就是跨部會整合；她任新竹立委期間，許多延宕10年、20年的事情，如生醫園區，短短2、3年就能解決，就是因能跨部會整合。【中央社／台北4日電】親民黨副總統候選人徐欣瑩今天表示，阿嬤很熱門，她也很聽阿嬤的話，更重視的是阿嬤阿公的權益與福利，因此主張要發展完整照護體系的養生村。中央選舉委員會主辦的唯一一場副總統選舉電視政見發表會晚間8時在公共電視登場，政見發表會分3輪進行，這也是中國國民黨副總統候選人王如玄、民進黨副總統候選人陳建仁與親民黨副總統候選人徐欣瑩繼去年12月26日電視辯論會後，第2度同台交手。徐欣瑩在第三輪政見發表表示，2016的國會一定要多黨不過半，才能終止藍綠惡鬥，讓多元聲音進到立法院。過去藍綠兩黨輪流執政提出非常好與多的政策，16年過去了，實現沒有幾件，問題出在領導人有太多包袱，沒有辦法以身作則。她說，國民黨提出了三弓四箭，但這個箭要能夠射得遠、射得準，最重要的還是那個弓箭手、那個射手，所以領導人非常的重要，民進黨也提出了五大創新改革，很多人都擔心會不會「無大創新改革」。她說，過去16年來，眾目睽睽之下，藍綠兩黨可以不斷地對立、衝突、惡鬥，在這個選舉的短短幾個月，或者是1月16日選舉當天過後，大家就能相信就能終止藍綠惡鬥嗎？大家一定要好好地思考這個問題。她表示，親民黨總統候選人宋楚瑜與徐欣瑩是能夠超越藍綠，對於所有好的政見、好的政策，會組成大聯合政府，能夠沒有包袱地來為大家執行。徐欣瑩說，最近阿嬤很熱門，大家都在找阿嬤，她也很聽阿嬤的話，更重視的是阿嬤阿公的權益與福利，所以要談一談如何照顧銀髮族。依據統計，現在國人每6個人要扶養1位老人家，10年之後，每3個人就要扶養1位老人家，銀髮族的照顧以及老人照護的政策是非常重要，她主張要發展完整的照護體系的養生村。她也鼓勵保險業與社會企業投入長照事業，建構完善的保險系統，確保財源；鼓勵社會企業與保險業投入社區型長照中心與養生村，降低一般民眾的進入門檻，使家中長輩就近受到照顧，長期照護人力的培育應該由政府主導，對於銀髮族生活照顧有意再次就業者，政府應該提供創業與就業的媒合服務等。另外，徐欣瑩分別用客語與台語說明客家政策，並表示與親民黨總統候選人宋楚瑜合作，代表的就是不同的族群、不同的黨派、不同的世代的合作，這次的選舉一定要用新的思維、新的選擇來改變我們的環境、我們的未來。她說，台灣有很多問題需要跨部會整合，未來會以過去與鄉親互動經驗輔佐宋楚瑜，請大家跳脫藍綠思維與框架，相信自己才能決定台灣的未來。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,2014年製造業附加價值率24.8％ 四年新高,主計總處公布，2014年台灣製造業附加價值率提高至24.8%，為2010年來最高，全年創造附加價值4.7兆元。但中央大學經濟系教授邱俊榮說，與美日相比，台二成多的表現「沒有高到哪裡」。附加價值指企業生產總額扣除生產過程中投入的原物料及半成品等成本後的價值。附加價值率則是附加價值占生產總額比重，代表每生產一單位產品，所創造新增價值的能力。主計總處公布2014年製造業附加價值率二成四，較2013年23.7%微幅成長。主計總處分析，附加價值率創下五年來新高，主因近年國際農工原料價格下跌，使廠商原物料投入成本降低，再加上企業持續研發創新，提升產品附加價值所致。不過邱俊榮認為，台灣製造業多生產零組件、半成品，成本已經偏低，且很多產業將生產線外移降低成本，但廠商投入成本偏低後仍只有24.8%的附加價值率，相當令人憂心。若與他國相較，美國、日本2014年附加價值率分別有34.0%、29.7%，明顯高於台灣。主計總處解釋，我國產業特性偏向代工、零組件生產，因此低於美、日，但和南韓相仿；觀察我國與南韓附加價值率走勢，近幾年幾乎重疊，2012年、2013年甚至略高於南韓，但不到一個百分點台灣製造業可細分為25個中業，觀察2014年製造業結構，電子零組件占近四成、比重最高，電腦、電子產品及光學製品占了約一成居次。前十大中業的附加價值率，以電腦、電子產品及光學製品38.5%居冠、電子零組件36.4%第二；基本金屬、化學材料及石油煤製品，則因耗用原材物料比重較高，附加價值率相對較低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,遜尼派清真寺遇襲 伊拉克總理誓言緝凶,伊拉克總理阿巴迪說，安全部隊正在追緝今天攻擊巴格達以南遜尼派清真寺的行凶者。法新社報導，身分不明攻擊者在巴格達以南希拉（Hilla）地區，炸彈攻擊2座清真寺，並在伊斯坎德里耶（Iskandariyah）附近擊斃1名宣禮員，那個地區在10年前內戰中嚴重受影響。阿巴迪（Haider al-Abadi）發推文說：「我們下令巴比倫（Babil）作戰指揮部追緝伊斯蘭國（IS）犯罪幫派及其同夥，這些人以清真寺為攻擊目標，煽動叛亂及破壞全國團結。」至今無人出面宣稱犯下這些攻擊案。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,英官員：IS最新殺人錄影帶是文宣,激進團體「伊斯蘭國」（IS）3日公布最新一卷殺害5名英國人的錄影帶，英國首相府發言人表示，這支影片應被視為是IS的文宣手段。IS的這支最新錄影帶中有一名操英國口音的年輕男子及年紀約6歲的小男孩，男子在畫面中辱罵英國首相卡麥隆，謀殺5名聲稱是為英國進行情報蒐集的間諜，同時威脅將對英國發動恐怖攻擊。英國外交部表示，正在檢視IS這支錄影帶的內容。聲紋專家也在對那些已知的恐怖分子的聲音檔進行比對。IS殺害5名英國人質的消息今天登上各主要媒體，首相府發言人表示，IS的這支影片應被視為是文宣手法。英國廣播公司（BBC）報導，1個多月前外號「聖戰士約翰」（Jihadi John）的IS劊子手才被聯軍的無人機炸死，新的影片似乎在昭示IS已安排新的劊子手取代聖戰士約翰，目前他的身分待查，如果查出確實是英國人，將會公布他的身分。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
