124,2,陸媒：2016房市 三四線城市房價無上漲可能,大陸央廣網報導，2016年大陸三、四線城市房價沒有上漲可能。國務院參事室特約研究員姚景源認為，今年大陸樓市的分化還會持續，一線城市和熱點城市，房價可能穩中有升，但三四線城市的房價沒有上漲可能。報導稱，2015年中共中央多次提及樓市去庫存，中央經濟工作會議還鼓勵開發商降價，這說明樓市降價促銷可能在所難免。然而最新統計卻顯示，2015年12月百城住房價格指數較上月和去年同期比連續第5個月上漲，並且漲幅在繼續擴大。姚景源指出，房地產庫存全大陸來說，這一塊現在是4億平方米，主要是集中在三、四線城市。顯然三、四線城市這麼大的庫存，價格不可能反彈回升。在投資領域，老百姓最關心的是股市。2015年年中，A股市場出現劇烈波動，展望2016，股價將怎麼變動？證券日報副總編輯董少鵬預測，註冊制將在2016年6月推出，在這前後，股價將經歷一番波動。董少鵬指出，2016年6月前後會出現下探走勢，然後要經過兩個月左右，市場會重歸平穩。3500點將是2016年的一個市場中樞。在人民幣匯價走勢方面，人民幣匯價或將波動中走低。隨著中國對外開放擴大，人民幣匯價開始直接關係到百姓錢包的「厚度」。奢侈品消費、外出旅遊，房產價值、投資理財，樣樣都跟匯率有關係。2015年下半年，人民幣兌美元出現貶值，最大單日貶值甚至超過1000個基點。2016年預計美國聯準會還會繼續升息，那人民幣的貶值還會持續嗎？中國外匯投資研究院院長譚雅玲表示，2016年的人民幣走勢可能是雙邊震盪，貶值幅度會繼續擴大，但不會是直線貶值，可能是有升有貶。大陸央行會採取管理手段，對匯率實施有效干預。也有專家指出，人民幣兌美元不排除小幅升值可能。因為雖然美國經濟利益遍布全球，可能會通過美元貶值，擴大自身利益。而一旦美元貶值，黃金價格就將重新回到上升通道。那麼2016年的物價走勢如何？中國社科院預計2016年物價漲幅為2.1%。國家信息中心CPI經濟預測部預計將上漲1.5%左右。摩根士丹利華鑫證券宏觀經濟研究主管章俊預計，2016年CPI漲幅可能在1.8%左右。姚景源認為，與2015年相比，2016年的CPI漲幅可能小幅回升。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,武漢地鐵施工 現場疑挖出天價烏木,今天上午10時左右，武漢軌道交通5號線四標段，在武昌和平大道四美新村門前地質勘探施工時，鑽探到地下泥土層35.8米處，挖出疑似價值巨大的烏木樹幹。當地專家指出，11公分粗的鑽管帶出了一段56公分的黑木頭，疑為陰沉木，價格可能是天文數字。楚天都市報報導，施工方武漢地質工程勘察院工作人員表示，該院工作任務是查清地質條件，為地鐵5號線的設計提供參考，地下是否有更大更多木頭，尚不得而知。施工人員報警後，烏木被警方帶走。目前正在等待相關木頭專家鑒定。據悉，地質專家稱，附近地下或有更多沉積寶藏。收藏愛好者陳苗在查看圖片後表示，該木頭為陰沉木的可能性較大，但其價值與材質有關，一般原材質為楠木的價值極高。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0,陸中央出書 習近平批「周薄徐令蘇」搞分裂,中共中央文獻出版社及中國方正出版社出版的新書「習近平關於嚴明黨的紀律和規矩論述摘編」，書中首度公開國家主席習近平對反腐和紀律規矩的論述。習近平強調，法治之下沒有「鐵帽子王」（指世襲親王），更點名批判周永康、薄熙來、徐才厚、令計劃、蘇榮等人「背著黨組織搞政治陰謀活動，搞破壞分裂黨的政治勾當」。鳳凰網報導，書中節錄習近平在去年2月2日在依法治國專題研討班上的講話，稱黨紀國法不能成為「橡皮泥」、「稻草人」，無論是因為「法盲」導致違紀違法，還是故意違規違法，都要受到追究，否則就會形成「破窗效應」。習近平又強調法治之下，任何人都不能心存僥倖，都不能指望法外施恩，沒有免罪的「丹書鐵券」，也沒有「鐵帽子王」。而在中共第18屆中紀委第5次全體會議上，習近平強調在所有黨的紀律和規矩中，第一位是政治紀律和政治規矩。周永康、薄熙來、徐才厚、令計劃、蘇榮等案件看，破壞黨的政治紀律和政治規矩問題非常嚴重，務必重視。習近平指，這些人權力越大、位置愈重要，愈不拿黨的政治紀律和政治規矩當回事兒，甚至到了肆無忌憚、膽大包天的地步。有的政治野心膨脹，為了一己私利或者小團體的利益，背著黨組織搞政治陰謀活動，搞破壞分裂黨的政治勾當。有的領導幹部把自己凌駕組織之上，老子天下第一，把黨派他去主政的地方當成自己的「獨立王國」，用幹部、做決策不按規定向中央報告，搞小山頭、小團夥、小圈子。他們熱中幹的事目的都是包裝自己，找人抬轎子、吹喇叭，為個人營造聲勢，政治野心很大。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,台北立委╱遭諷沒當總召 丁守中：柯P也沒當院長,"柯文哲昨日為「雙城計畫之首都練習曲」騎車趴趴走，幫首都進步大聯盟的8名立委候選人助選。輪到幫吳思瑤站台時，柯文哲表示，吳思瑤當市議員第3屆時就成為總召，並嘲諷吳的對手丁「當了7年立委，都還沒當過什麼幹事長或總召」。柯還補充，要當總召能力要夠，也要人緣好，「我不好意思說，他要嘛就是能力不好，要嘛就是人緣不好」，而通常是2個都有問題。今日丁守中在臉書中發文，過去在黨內做過青工會主任、市黨部主委、組發會主委、政策會副執行長，不缺黨職，在立法院專心做好立委，未必要擔任總召，黨團總召也是為大家服務的，不是官大學問大。丁並反問，如果套用柯的標準，「在台大醫院為什麼沒做到院長副院長？這就表示能力差、不能做好醫生嗎？」對於柯挺誰，丁表示完全尊重，但不需要特別打壓任何人，影響大家對市長的觀感。丁也補充，新的一年期望柯文哲能更進步，減少類似「郵局早該消失」之類言論，「早上失言，下午道歉」的情況能夠越來越少，市長越做越好，也是台北市民之福。<div id=""fb-root""></div><script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/zh_TW/sdk.js","xfbml=1&version=v2.3""; fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));</script><div class=""fb-post"" data-href=""https://www.facebook.com/tingshouchung/posts/936126979756547"" data-width=""750""><div class=""fb-xfbml-parse-ignore""><blockquote cite=""https://www.facebook.com/tingshouchung/posts/936126979756547"">&",x4e01;&,x5b88;&,x4e2d;&,x7684;&,x80fd;&,x529b;&,x548c;&,x4eba;&,x7de3; &,x807d;&,x805e;&,x67ef;P&,x6279;&,x8a55;&,x4e01;&,x5b88;&,x4e2d;&,x5728;&,x7acb;&,x9662;&,x672a;&,x64d4;&,x4efb;&,x7e3d;&,x53ec;&,xff0c;&,x4e0d;&,x662f;&,x80fd;&,x529b;&,x4e0d;&,x597d;&,x5c31;&,x662f;&,x4eba;&,x7de3;&,x4e0d;&,x4f73;&,x3002;&,x5957;&,x53e5;&,x67ef;P&,x7684;&,x8a71;&,xff0c;&,x4e01;&,x5b88;&,x4e2d;&,x662f;&,x300c;&,x9a5a;&,x5687;&,x5230;&,x4e0d;&,x80fd;&,x8a00;&,x8a9e;&,x300d;&,x3002;&,x5e02;&,x9577;&,x662f;&,x6709;&,x6240;&,x8aa4;&,x6703;&,xff1f;&,x9084;&,x662f;&,x70ba;&,x4e86;&,x9078;&,x8209;&,xff0c;&,x8981;&,x8b1b;&,x4e00;&,x4e9b;&,x81ea;&,x5df1;&,x90fd;&,x4e0d;&,x76f8;&,x4fe1;&,x7684;&,x8a71;&,x5462;&,xff1f; &,x4e01;&,x5b88;&,x4e2d;&,x5728;&,x9ee8;&,x5167;&,x505a;&,x904e;&,x9752;&,x5de5;&,x6703;&,x4e3b;&,x4efb;&,x3001;&,x5e02;&,x9ee8;&,x90e8;&,x4e3b;&,x59d4;&,x3001;&,x7d44;&,x767c;...,,,,,,,,
128,1,元旦連假照起工 候選人卯足全勁衝刺,元旦連假最後一天雖然陰雨綿綿，但是距離選舉不到2個星期，屏東第三選區立委候選人也準備開始衝刺，下雨天也照常出門，努力催票。今天上午11點，前行政院長謝長廷和台北市議員謝維洲父子檔前往立委莊瑞雄東港競選總部，莊瑞雄、謝長廷、謝維洲3人一起站上吉普車，車隊在東港、新園兩個大票倉進行掃街，中午立即前往東隆宮拜拜祈福。國民黨許謹如下午2點，邀請到兩位出身屏東縣籍的行政院秘書長簡太郎、國民黨秘書長李四川、以及縣黨部主委華加志來到東港競選總部，一起為選舉拉抬聲勢，在最後階段努力催票。無黨籍黃昭展凌晨3點前往東港魚市場、下午3點則到佳冬地區掃街拜票，目前屏南17個鄉鎮後援會已經全數成立完畢，瞄準東港、新園、恆春各大票倉及離島、偏遠鄉鎮進行催票。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,元旦收假北返 國道新竹路段湧車潮,"元旦連假最後一天，國道開始出現收假北返車潮，國道一號新竹至竹北、湖口路段時速僅40公里以下；國道三號寶山與關西路段也有車多情況。今天是元旦連假最後一天，國道新竹部分路段出現車潮擁擠情況，到中南部遊玩準備北返收假的民眾，可先上高速公路局即時路況網站<a href=""http://1968.freeway.gov.tw"" target=""_blank"">http://1968.freeway.gov.tw</a>查看路況，儘早規劃行車路線。國道北返車潮下午開始湧現，國道一號新竹交流道至竹北交流道路段、湖口服務區至湖口交流道路段，行車時速不到40公里：新竹系統至新竹交流道路段，則有車多情形。至於國道三號寶山交流道至寶山休息站路段，行車時速同樣不到40公里，新竹系統至寶山交流道路段則有車多情形；而關西服務區北上至龍潭路段行車時速約80公里以下。然而新竹地區今天整天有雨，開車北返的民眾小心天雨路滑、視線不佳，注意行車安全；出發前也別忘事先規劃行車路線，讓返家過程一路順暢。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,國道中部現北上車潮 部分事故釀塞車,元旦連假即將結束，中部國道出現北上車潮，部分路段因事故更加壅塞，國道警方持續排除事故，並提醒注意前方車輛動態。根據高速公路局即時路況資訊，國道1號北上，西螺服務區到北斗路段，平均車速約40到59公里，北斗到員林交流道塞車情形更為嚴重，行車時速不到40公里，過了員林交流道，北上直到彰化系統大致順暢。國道3號北上南投縣路段，竹山交流道到名間交流道之間，行車速度在時速40公里以下，名間到南投服務區約時速40公里到59公里，南投服務區到南投交流道之間，車速又降到不足時速40公里。國道6號與國道3號匯流處，本來就是假日塞車熱點，碰上收假車潮，國道6號西向舊正到霧峰系統、國道3號北上草屯到霧峰系統，行車時速不到40公里，從埔里朝西而出的車潮與國道3號北上車潮在此交會，行車速度較為緩慢。國道公路警察局第七公路警察大隊名間分隊表示，國道3號北上238.6、240.6公里處，陸續發生2起追撞事故，已排除，無人傷亡，但造成竹山到名間之間塞車，北上227.1公里處有1起事故也已排除。警方呼籲，駕駛人須注意前方路況動態，保持安全車距。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2,宜縣立委辯論會 10日縣議會登場,宜蘭縣公民監督聯盟邀請8位立委候選人參加10日在宜蘭縣議會舉辦的政見辯論會，初步調查，8人皆有參與意願，這次舉辦的辯論會也是今年立委選舉，全台唯一由公民團體發起的辯論會。 去年底宜蘭縣立委號次抽籤時，「政策溫度風向球」團體向8名候選人提出辯論會要求，但民進黨立委候選人陳歐珀陣營當時表示，該團體並未立案、署名，因此拒簽辯論會要求，日前由宜蘭縣公民監督聯盟接手舉辦後，上個月29日已經寄邀請函給8人。宜督盟理事長林清松今天表示，目前大愛憲改聯盟吳子維、泛盟黨林獻山、綠社盟吳紹文和及無黨籍孫博&,33838等4人已經回函同意參加，而軍公教聯盟黨郭儒釗、國民黨李志鏞、無黨籍邱錫奎雖還未回函，但已經口頭允諾參與，陳歐珀陣營表示，不會拒絕參加，但針對政見申論、辯論議題和辯論規則等細項要再進一步了解。辯論會將於10日下午1點30分至4點10分，在宜蘭縣議會一樓多媒體簡報室舉辦，辯論會主持人由公民監督國會聯盟執行長張洪林擔任，流程包含專家、媒體和公民提問，以及候選人交插詰問。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,倒數兩週 朱立倫高雄雨中催票,總統大選進入倒數，國民黨總統候選人朱立倫今天下午到高雄鳳山區強力拉票，與多位立委候選人一起大造勢。現場大雨不斷，但現場支持者穿著雨衣，跟著台上候選人一起高歌「愛拚才會贏」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2,當皇帝很幸福？4時開始忙碌的一天,清朝皇帝的一天是怎麼度過的呢？「微信上的中國」有文章表示，皇帝每天清晨4時就要起床，晚間8時就要睡覺。雖然有娛樂，但認真的皇帝例如雍正，一天要批的奏摺高達50多件。印象中的皇帝不是坐在金鑾殿上接受三叩九拜，就是成天與嬪妃享樂，生活著實令人羨慕。不過，「微信上的中國」文章指出，清朝皇帝必須早睡早起，每天還要聽大臣講「資治通鑒」了解治國之道。清朝皇帝每天清晨4至5時起床，梳洗完畢後，第一個任務就是趕往慈寧宮向太后問安。5至7時是上早課、用早膳的時間。上完早課，皇帝才吃第一餐，正餐分量相當驚人，乾隆有時會吃20多道菜。吃完飯後開始「御門聽政」，一是聽部院各衙門官員面奏政事，二是與大學士、學士一起處理皇帝覺得要再斟酌考慮而折角的奏本、題本。嘉慶以後，皇帝漸漸懶惰，御門聽政便逐漸廢棄了。另一重要的政務是批答奏章。康熙、雍正、乾隆都親自批閱奏章，時常工作到深夜。雍正是著名的工作狂，每天要看的奏摺多達50、60件，在奏摺上的批語，有的比奏摺本身的文字還多。工作到上午11時，就到了午休和第二次正餐的時間。正餐用畢大約是下午2時。如果皇帝不繼續處理政事，就將下午作為休閒時間。每個皇帝的愛好不一，康熙喜歡標榜自己好讀書，乾隆則以作詩泛濫著稱。下午5時，皇帝的娛樂基本結束，接下來有一頓小吃作為晚點。用完後，就到了禮佛祭神時間。滿族傳統的坤寧宮祭神是清朝皇帝日常的重要祭祀，皇帝幾乎每天都要親臨坤寧宮。皇帝在晚間8時就早早就寢。按照清宮規定，只有幼年皇帝大婚典禮後，皇帝夫婦才能在坤寧宮東暖閣洞房共居3天，其他時間都必須各住自己寢宮。此外，皇帝不能到妃嬪宮裡過夜，中午正餐時翻牌決定召幸的妃嬪。被召幸的妃嬪當晚不再回到自己的寢宮，但也不能整夜與皇帝共寢，只能在寢宮旁的圍房暫住。皇帝入睡時，只有隨侍的太監留在身邊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,電影「只要我長大」 深入環山部落拍攝,電影「只要我長大」在環境優美的台中市環山部落拍攝，由活潑可愛的3個小童星陳宇、林晨皓、吳瀚業，再加上的演技愈來愈出色的小薰（黃&,28702怡）共同演出，由於電影80%的場景都在環山部落拍攝，導演等人決定在元旦時，於部落舉辦高山特映會，感謝眾人在拍攝時給予的支持。為找尋合適的角色，導演陳潔瑤特別花了數月時間，才找到陳宇、林晨皓及吳瀚業演出性格活潑但各懷心事的小男孩，電影拍攝時，陳潔瑤到台中市的環山社區勘景，發現環山竟然有如此美麗的風光，因此片中有80%的場景都在環山完成，當地居民得知要拍電影，也相當支持，據悉演出童星陳宇，便是來自此社區的小男生，導演陳潔瑤表示︰「我搭車經過時俯瞰部落，就覺得這個地方感覺就很有故事，當時就想來此拍片，整個拍攝過程，環山部落給予我們非常大的支持與幫助。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2,中共二炮所屬單位 全改名「火箭軍XX」,中共解放軍第二炮兵（簡稱二炮）日前正式升格更名為「火箭軍」，成為共軍第四軍種。據報導，中國大陸原隸屬二炮的所有單位，本月1日起也全部改名，冠以「火箭軍XX」。中青網報導，例如位在北京的二炮總醫院，隨之更名為「火箭軍總醫院」，並撤下舊門牌，準備換上新門牌。共軍二炮在2015年12月31日正式更名為火箭軍。本月2日上午，數名工人撤下了北京市西城區新街口外大街上二炮總醫院「第二炮兵總醫院」門牌。醫院職員透露，先前收到上級的更名通知，指全大陸所有隸屬原二炮的單位，都將從今年1月1日起改名為火箭軍（某某單位）。中共總書記、軍委主席習近平在火箭軍成立大會上表示，火箭軍是共軍戰略威懾的核心力量。火箭軍全體官兵依照核常兼備、全域懾戰的戰略要求，增強可信可靠的核威懾和核反擊能力，加強中遠程精確打擊力量建設，增強戰略制衡能力。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,新疆書記：新疆宗教極端氣氛大幅淡化,儘管新疆不少維族人對中共政權壓制宗教民俗存有怨懟，但中共新疆維吾爾自治區委書記張春賢日前公開宣稱，2015年新疆的「宗教極端氛圍明顯淡化」，新疆的社會大局「持續保持穩定」。新疆日報報導，張春賢是在2015年12月31日出席新疆自治區政協的新年茶話會時，作上述表示。張春賢說，新疆過去一年堅持「主動進攻、打防結合」，始終保持「嚴打暴恐高壓」態勢，深化各項措施落實，社會管理和維護穩定能力「不斷提升」，社會大局「持續保持穩定」。他表示，過去一年，新疆官方深入推進「去極端化」，使「宗教極端氛圍明顯淡化」。張春賢又說，新疆過去一年由於秉持「堅持打擊的一手要硬，教育疏導的一手也要硬」的作法，同時又「著力促進民族團結和宗教和諧」，且充分激發幹部、教師和宗教人士的積極性，在影響和引領各族群眾方面「發揮了重要作用」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2,蔣緯國吃過的菜 也是話題,故總統蔣經國的弟弟蔣緯國將軍，除了有很多人愛聊他的身世，連他吃過的餐館、菜餚也有話題。萬華老社區的巷弄有一家小小的川菜館，師傅就曾接過蔣緯國將軍生前的外燴生意，口味深得將領們的喜愛。雖然師傅現在已有點年紀，呈半退休狀態，但炒起菜來還是相當利落，川菜的主軸搭配台式的風格，輕鬆就能辦起幾桌酒席。師傅說，早年接外繪生意，蔣緯國將軍就很喜歡他的手藝，但現在人都愛吃快炒，新台幣100元就能吃到一盤，像他這種老派做風，講究真材實料的餐館很難拚得過。不過，還是有很多老客人願意來，甚至全家大小一起來。客人說，雖然炒牛肉一盤不是100元，而是200多元，但份量加倍，好吃不在話下。當然來川菜館，宮保雞丁是少不了要品嚐一下，回鍋肉、麻婆豆腐、干煸四季豆、開陽白菜都值得一試；在這老社區裡的小館，還是可以吃到大餐廳的料理。當然也有小館子直接把蔣緯國將軍的題字放在店裡，在台北火車站附近，重慶南路、忠孝西路口消防隊旁的巷子裡，有一家賣蒸餃、小米粥、餡餅的店家，就直接秀出他的題字。店家不但擺出將軍題字，還秀出其他人的字畫，讓客人一邊嚐著好吃的手工蒸餃、餡餅，喝著小米粥之餘，還能欣賞一下字畫。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2,昆汀塔倫提諾：邦聯旗是美國納粹標誌,美國導演昆汀塔倫提諾宣傳新片時，談到美國南北戰爭時期的南方邦聯旗是「美國的納粹標誌」，而那是「讓人詛咒的年代」。倫敦「每日郵報」（Daily Mail）報導，昆汀塔倫提諾（Quentin Tarantino）宣傳新片「八惡人」（TheHateful Eight），接受採訪表示：「突然間，人們開始談論南方邦聯時期，情況前所未見。我是指，我老覺得（南方）叛軍旗幟是種美國納粹標誌。」他還說：「人們開始質疑像佛瑞斯特（BedfordForrest）（南方邦聯將軍，也是三K黨「無上尊者」（Grand Wizard）雕像擺在公園裡的問題，嗯，如果你要問我的話，那是讓人詛咒的年代。」「八惡人」故事背景設在美國內戰幾年後，凸顯美國緊張的種族關係。事實上，電影無關種族議題，但是這個主題在角色互動間呼之欲出。美國2014年8月在18歲非裔年輕人布朗（MichaelBrown）遭白人警察槍殺後，種族暴動時而發生。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,沙國駐伊朗大使館遇襲 40人被捕,伊朗官員今天說，針對沙烏地阿拉伯大使館遇襲並遭縱火，已逮捕40人。法新社報導，沙烏地阿拉伯處決著名什葉派教士尼姆（Nimr al-Nimr）引發憤慨。伊朗學生通訊社（ISNA）報導，檢察官杜拉塔巴迪（Abbas Jafari Dolatabadi）說，已查出嫌疑人身分並予以逮捕，接著還會逮捕更多人。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,尼姆遭處死 伊朗最高領袖哈米尼轟沙國政客將受天譴,伊朗最高領袖哈米尼（Ayatollah Ali Khamenei）在什葉派教士尼姆遭處決後，連續第2日抨擊沙烏地阿拉伯，他今天說，遜尼派的沙國政客，將因為尼姆之死，遭到天譴。伊朗官方電視台報導，哈米尼表示：「這個被壓迫的殉難者在不公不義下濺出的鮮血，無疑會很快就顯現其後果，這些沙烏地政客將受到天譴。」路透社報導，伊朗官方電視台指出，哈米尼描述這次的處決是「政治錯誤」。沙烏地阿拉伯昨天處決尼姆（Nimr al-Nimr）與其他3名什葉派，以及數十名蓋達組織（Al-Qaeda）成員，凸顯沙國已不再繼續容忍遜尼派聖戰士與尋求公平的什葉派少數族群的攻擊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2,清境、烏來 如劃保育區將撤建地,"元旦連續假期，清境農場一晚上萬元民宿仍被訂滿，而烏來的老街與溫泉飯店也一房難求，不過再過6年，這樣的情景可能不再，因為今年在新的國土計畫法上路後，民國111年前，清境、烏來部分地區將可能被劃入保育區。內政部長陳威仁曾表示，「將來若被劃為國土保育區的範圍，就不能開發了。」<P>陳威仁指出，若國土惡化、破壞很嚴重，將由目的事業主管機關經過詳盡的地質調查、環境敏感調查後，在國土計畫及地方縣市國土計畫指導之下，來劃定國土復育地區，他強調，「不針對個案，將來若被劃為國土保育區的範圍就不能開發，但針對原合法使用者因此被變更為非建築用地個案，將予補償。」<P>營建署長許文龍也表示，現在就說清境、烏來的旅館、房子未來面臨拆遷命運還太早，劃定的過程必須經過一定程序，例如地質調查所將進行山崩、滑落地層等相關調查。再者劃定「國土復育地區」也內涵安置計畫，讓原來合法使用者獲得安置、補償，非法使用部分依法執行。<P>營建署綜合計畫組組長林秉勳說，「所謂的『合法』就是依照建築法規、土地使用法規申請取得合法權利的部分，因保育被變更為非建築用地時，會提供相對應補償。」他解釋，清境農場大部分是農牧用地申請農舍，有取得農舍執照者是合法的，申請完再去擴建的部分，就是非法，若變更為保育地，將拿不到補償。<P>至於烏來部分，陳威仁表示，烏來以前屬於「都市計畫」範圍內，可以開發，但在國土計畫法全面上路後，若未來劃分為「城鄉發展區」，當然可以繼續使用，若某些地區被劃分為「國土保育區」，由可以建築用地變成不可以建築用地，將給予補償，若民眾對自己的土地被劃分不滿意，可以提出異議，再由各級「都市計畫」單位去審議。<P><b><a href=""https://anntw.com/"" target=""_blank"">【更多精采內容，詳見<img src=""http://g.udnnews.com/video2/images/awakening.gif"" border=""0"">】</a> </b>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,韓61家企業評等遭降 今年恐爆信用危機,"南韓信評機構Korea Ratings表示，去年有61家南韓企業的評等遭降，幾乎快追平1998年亞洲金融風暴期間的63家，國內企業今年可能爆發信用危機。南韓企業界去年發行與轉換的公司債為120.23兆韓元（1,021億美元），較一年前銳減24.7%。雪上加霜的是，被降評企業幾乎遍布營造、煉油、運輸、物流等各大行業。除上述60多家公司信評遭調降外，還有30家企業的展望被砍至負向，也就是債信評等不久後或許也會遭調降，家數高於2013年的11家，也高於2014年的29家。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
