11,0,18歲屁孩臉書放話殺人 警依恐嚇罪送,18歲涂姓少年，跨年夜在臉書上發文「我決定了跨年12點要殺人」，被瘋狂轉貼，一度造成恐慌，屏東警分局偵查隊獲悉展開調查，找到他到案說明。他承認發文，但表示所謂的殺人是指在網路遊戲中殺人，語意遭到朋友誤會轉貼到「爆料公社」，並不是有心恐嚇他人。警方告誡涂嫌網路發文也必須對言論負責，因其發文內容造成民眾恐慌已經觸法，調查後依恐嚇危害安全罪嫌送辦。屏東警分局表示，法律雖有保障民眾言論自由，但言論或刊載不當文字而造成社會民眾不安，觸犯刑法恐嚇公眾罪，呼籲民眾不要在網路上發表不當言論，以免觸法並造成大眾恐慌。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,中職／中信兄弟體檢 林智勝成熱門話題,中華職棒中信兄弟隊今天在耕莘醫院安康院區年度例行體檢，共有64名球員出席；球團前一天為「大師兄」林智勝舉行盛大加盟儀式，今天成為媒體訪問時的熱門話題。除了彭政閔、陳江和安排在8日與教練團同梯次，中信兄弟球員今天大陣仗抵達醫院，受到醫護人員的歡迎，許多人趁空檔要求簽名、合照。而剛簽約的林智勝不在體檢名單中。幾乎每一個球員受訪的時候，都問到同一個問題，將與林智勝當隊友的看法？「花花」張正偉說，自由球員成功轉隊對整體職棒環境是好事，林智勝加入中信兄弟之後中心打線升級，「球隊氣氛本來就很好，現在又多了一個會搞笑的，未來會更歡樂，球隊會更好，共同的目標就是總冠軍」。「大頭」黃仕豪年紀小林智勝1歲，從小學、國中、高中都在善化同校同隊，他說林智勝雖然來自台東的單親家庭，一路靠著自己的努力至今，生性樂觀、勇於冒險；2003年代訓選秀兩人一起進職棒，當年在62人報名選秀，林智勝就是選秀狀元。黃仕豪還記得過去學生時代，置物櫃跟林智勝相鄰，林智勝曾經在櫃子上寫下「我愛棒球」。去年新人王許基宏說，加入中信兄弟隊以來，從前輩身上學到很多，現在有林智勝加入，更想向他學習。尋求復出的主力投手林煜清也談林智勝，他認為投打之間是良性競爭，林智勝這麼強的打者現在成了自己的隊友，等於少了與一個強打者對決的機會；不過其他球隊仍有許多強打，他很享受這種對陣。未來林煜清上場投球時，打線多了一支重砲當作後盾，他說隊友火力強當然很好，但是身為投手他不會多想，只求做好自己的投球工作。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,朱立倫：應還給台灣慰安婦一個公道,國民黨總統候選人朱立倫今天表示，慰安婦是人權議題，也是歷史真相議題，政府與各黨派都應團結起來，強烈要求日本還給台灣慰安婦一個公道。朱立倫今天下午前往嘉義市，與立委候選人吳育仁一起掃街拜票，對於媒體提問慰安婦議題，指日本政府表示不會與台灣政府設立新協商平台的看法，朱立倫做了以上表示。朱立倫強調，慰安婦是人權議題，政府與各黨派都應團結起來向日本強烈要求，一定要還給台灣慰安婦一個公道。他也希望不僅台灣慰安婦，所有慰安婦都能獲得支持與公道。此外，媒體問到民進黨指控國民黨藉招待旅遊，讓選民參與造勢活動，是變相賄選。朱立倫表示，一切交給司法調查，但也請對手陣營不要胡亂指控。他說，選舉到了最後關頭，民進黨都喜歡用這種方式來誣指或指控，他強調國民黨辦活動都是公開透明的。對於民進黨批評總統馬英九是「數字總統」一事，朱立倫也表示，就像他提出基本工資4年調漲到新台幣3萬元，是有理論，也有實務根據的。他說，數字若具體可行，只要對民眾有利，不管是來台觀光客數字或免簽數字，都呈現真正的成績，應讓民眾了解。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,台灣大服務揪甘心 連4年獲SGS驗證,台灣大哥大今天宣布，連續第4年通過瑞士SGS Qualicert服務驗證，認證範圍遍及全台直營、加盟共870家營業店點，經「神祕客」隨機抽樣檢驗通過，才能獲得授證。Qualicert服務驗證是全球受認可的服務品質驗證模式，驗證流程相當嚴苛。台灣大哥大自2012年導入SGS Qualicert驗證，連續4年均獲此肯定。台灣大認證範圍遍及全台直營、加盟共870家營業店點，以及北中南客服中心，整個驗證過程長達半年以上，且需經「神祕客」隨機抽樣檢驗通過，才能獲得授證。SGS派出的神祕客，在台灣大哥大各地門市親身體驗了「五心級」服務，包括嘉義垂楊門市的服務人員，面對神祕客詢問資費與4G網路速度等問題，不僅耐心解答，還拿出自己的手機實際測試4G上網速度，令客戶十分滿意。彰化北斗斗苑門市的服務人員，在神祕客多變且刁鑽的詢問下，除了熱心提供專業解說與服務之外，還發揮同理心，主動提供更經濟實惠的費率方案讓客戶比較選擇，具體落實「五心級服務」的核心理念。同樣獲得高度肯定的還有新北市永和得和門市的服務人員，不僅服務過程專業、親和力十足，在客戶離櫃前，更主動遞送個人名片，展現提供後續服務的高度意願，熱忱的表現讓神祕客大力讚賞。另外，台北市天母門市的服務人員得知訪員是為母親購買手機後，隨即提供銀髮族優惠專案供其選擇，並主動告知可協助訪員教導其母使用智慧型手機。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,全聯持續面試松青員工 合併案待審查,全聯福利中心併購松青超市，公平會將在備審資料完備後展開審查。全聯今天表示，持續面試松青員工，門巿經營方向將待公平會審核後，再進一步規劃。公平會副主委兼發言人邱永和今天表示，公平會審查全聯併購松青案，主要會去了解結合後其市場占有率、市場界定、對該產業的整體經濟利益，以及限制競爭的不利益等面向。不過他表示，全聯之前送公平會的備審文件不齊全，已經要求全聯補件，待確認資料完備後，即進入正式收文審查階段。全聯福利中心以新台幣4.5億元收購松青全台65間門市的設備資產，並允諾經面試評估後，依實際需求接收門市人員。由於味全僅出售松青資產與品牌給全聯，因此向主管機關申報解僱員工796人。味全表示，預估實際解僱人數應會低於此數字。全聯今天表示，目前還在面試松青員工的階段，將依員工職能等條件評估，實際聘僱人數將視內部單位需求而定。至於原松青門巿未來的經營方向，全聯指出，須等公平會審核後，才能進一步規劃所有門市店型。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,夏立言：馬習會前協議 不公開講對方不愛聽的,陸委會主委夏立言今天表示，「馬習會」大約花兩星期準備，一直到會議前雙方才達成協議；公開談話的5分鐘內，「都不要去講對方不想聽的，關起門來就可暢所欲言」。中國文化大學舉辦的「江丙坤兩岸經貿講堂」今天邀請行政院大陸委員會主任委員夏立言到場與學生座談，講題為「論兩岸關係現狀與未來」。現場湧入上百名學生，夏立言在講堂上分享「馬習會」籌備過程。夏立言表示，前總統李登輝、陳水扁都有過與對岸領導人見面的想法，但一直沒有實現。第二次「夏張會」在廣州舉行時，中國大陸國務院台灣事務辦公室主任張志軍在夜遊珠江時主動向他表示大陸有意舉行「馬習會（總統馬英九和大陸國家主席習近平會面）」。夏立言表示，兩岸領導人見面，用什麼身分、頭銜以及在哪裡舉行都要仔細討論，當他向張志軍提出在新加坡舉辦時，對方說可以考慮，陸委會便在2015年10月底派兩個人到大陸討論後續事宜。夏立言說，鑑於陸委會人員在大陸不方便打電話，他轉而交代，透過簡訊用ABCD報告討論結果，後來收到「B+」的簡訊，雙方同意在對等尊嚴的情況下舉行兩岸領導人會面，並互稱先生，也同意在第三地舉行、不簽署協議、不共同發布新聞稿。夏立言說，但陸委會堅持馬總統要在會談中把中華民國立場講清楚，包括提到中華民國憲法、一中各表的九二共識，「過去他們不想聽的話，都要講清楚」。陸方沒說不能講，只說「講了會破壞氣氛」，但他知道雙方都有意願促成。夏立言說，陸委會原本堅持馬總統要在公開談話時講「對方不愛聽的」，雙方一直到會前才達成協議，公開談話的5分鐘內，都不要去講對方不想聽的，以維持良好氣氛，而「關門起來可以暢所欲言」。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,推動婚姻平權 民團：兩大黨吝於承諾,台灣伴侶權益推動聯盟今天說，國民黨、民進黨兩黨立委候選人吝於對婚姻平權表態，呼籲民眾選擇支持同志人權及婚姻平權的小黨，讓台灣成為亞洲第一個通過婚姻平權的國家。台灣伴侶權益推動聯盟與自由台灣黨、時代力量、綠黨社會民主黨聯盟、樹黨等代表，今天在立法院群賢樓外舉行「平權立委已連線，彩虹力量進國會」記者會。台灣伴侶權益推動聯盟秘書長簡至潔表示，台灣能否在未來4年成為亞洲第一個通過婚姻平權的國家，關鍵在人民選出什麼樣的人進入國會，因此聯盟發起「婚姻平權立委連線」行動，要求所有立委候選人承諾支持婚姻平權。簡至潔指出，截至4日晚上9時為止，已收到101份區域及不分區立委候選人回傳的承諾書，相信明年婚姻平權法案有機會在第9屆國會獲得跨黨派立委的支持，但國、民兩黨立委候選人願意回簽承諾書的比例不超過2成，這是一大警訊。她呼籲台灣民眾對於區域立委不能再含淚投票，如果選區候選人都不願對同志人權與婚姻平權表態，請一定要投下廢票，要用選票打破立法院的沉默，讓立委候選人明白，不表態無法兩邊討好，只有打破沉默，婚姻平權才有機會往前進。台灣伴侶權益推動聯盟指出，101份回傳的承諾書中，民進黨有13份、國民黨9份、親民黨3份、台聯3份、自由台灣黨17份、時代力量18份、綠黨社會民主黨聯盟17份、樹黨13份、正黨1份、民國黨1份、無黨籍6份。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,買滑板給女兒當耶誕禮 充電引發火燒厝,澳洲官員今天表示，墨爾本1戶人家購買的懸浮滑板充電時突然著火，幾乎燒毀整間房子，所幸無人傷亡。法新社與英國廣播公司（BBC）報導，這個滑板是父親送給女兒的耶誕禮物。消防人員表示，滑板當時插在小女孩臥室牆壁上充電。當地媒體報導，小女孩看到滑板冒出火花。失火觸動煙霧警報器，讓這家人得以及時逃離，但房子已嚴重毀損。懸浮滑板（又稱電動平衡車、電動滑板車）是近來非常熱門的商品，澳洲售價約200澳幣（約4988台幣）。外界擔心這種商品可能影響道路或人行道交通，報導甚至傳出有些設計不良的商品充電時起火。好萊塢男星羅素克洛（Russell Crowe）最近曾遭維珍澳洲航空（Virgin Australia）禁止帶懸浮滑板上機。女孩父親伊布拉漢（Ash Ibraheim）說，他很確定他為3個女兒購買的滑板都符合澳洲的安全標準。伊布拉漢表示，他很慶幸火勢是在充電後10分鐘就引發，而不是在他女兒睡著的時候。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,皇冠大車隊 提供八仙塵爆傷者優惠接送,大台北地區最大的無障礙計程車隊「皇冠大車隊」與福特六和汽車、新北市交通局合作，提供八仙塵爆傷患優惠接送方案，傷者今年內在北北基桃地區，只要是往返醫療院所治療或復健，預約叫車不分車種，每趟最高補助200元，每月最高補助1000趟次，市府也希望爭取加碼，讓更多傷友受惠。皇冠大車隊董事長陳燈表示，台灣高齡者越來越多，復康巴士雖數量增加，但仍不足，無障礙計程車就能服務更多有需要的乘客，此次有機會能服務八仙塵爆傷患，車隊的駕駛和車輛都非常願意響應，也感謝福特六和汽車提供經費贊助。新北市衛生局長林奇宏說，八仙塵爆傷者出院後，最辛苦的就是必須每天往返醫療院所復健，交通費是一大負擔，此次非常感謝皇冠大車隊和福特六和汽車提供優惠方案，減輕八仙塵爆傷者的經濟負擔。八仙塵爆傷者張凱芊在意外中全身60%三度燒傷，現在每天要從土城搭計程車到三重，單趟車資就超過300元，若能利用優惠方案，單趟就只要100多元，便宜不少。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,中東情勢不穩 日股收跌,東京股市今天上下震盪，終場下跌作收，原因在於投資人對全球經濟及中東緊張情勢感到不安。東京證交所日經225指數下挫0.42%或76.98點，報18374點。東證一部指數下跌0.33%或4.96點，報1504.71點。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,2016投資人面臨的十大風險 IS第4,政治風險諮詢公司歐亞集團（Eurasia Group）今天公布2016年投資人面臨的十大風險，排名首位的是日漸弱化的美歐關係。中國大陸和伊斯蘭國（IS）同樣令人憂心，分居排行榜第3、4名。歐亞集團總裁布瑞莫（Ian Bremmer）今天接受彭博電視（Bloomberg Television）專訪，公布2016年全球「十大風險」：1.空虛的同盟：日漸弱化的美歐關係。美歐關係是全球經濟體系最重要也最具功能性的同盟，但近來雙邊關係卻降至第2次世界大戰結束以來的最低點，連帶使得這個橫跨大西洋兩岸的同盟，成為今年最具挑戰的政治與地緣政治趨勢，以及全球投資人和市場觀察家的壓力點。2.封閉的歐洲不平等、難民、恐怖主義、基層政治壓力，在在對歐洲大陸賴以創建新歐洲的原則，帶來「前所未見的挑戰」。3. 大陸的足跡：從未有國家像大陸這樣，經濟與政治發展適中，卻對全球帶來莫大的影響力。大陸是現今唯一具有全球性經濟策略的規模國家，既是2016全球最重要的推手，也是最不確定的推手，尚未準備好、還沒了解或還不認同大陸優先性、不知該如何回應的國際要角，仍將手足無措。大陸成長趨緩且亟需深化經濟改革，但仍阻擋不了大陸衝擊全球其他經濟的速度。大陸的全球足跡主要來自其經濟實力，網路／資訊科技和軍事能力增強，也扮演越來越重要的角色。在網路和資訊科技方面，大陸漸漸和美國並駕齊驅，軍事方面，大陸雖仍將大部分重點放在亞洲的台灣和南海等地，但其持續擴張，卻是無庸置疑。4.伊斯蘭國及其朋友：伊斯蘭國是現在全球最強大的恐怖組織，從奈及利亞到菲律賓，都有仿效者和追隨者，可是國際反應不僅不足，甚至完全方向錯誤和目的相反。2016年伊斯蘭國的問題會更加捉摸不定，而伊斯蘭國（和其他恐怖組織）將會善用這點。對伊斯蘭國最無力招架的國家，會是該組織有明確理由鎖定的法國、俄羅斯、土耳其、沙烏地阿拉伯、美國等，以及伊拉克、黎巴嫩、約旦、埃及和歐洲各地擁有最多遜尼派穆斯林的地區。5. 沙烏地阿拉伯沙烏地阿拉伯王族內部分歧將越來越深，也由於其越來越趨孤立，在中東地區的作為將更咄咄逼人。6.技術專家的崛起科技界具高度影響力的非國家行為者，正帶著前所未見的堅定踏足政治。這些具有政治雄心的技術專家人數眾多又多元，從矽谷公司、駭客組織到退休科技慈善家都有，政府和公民將有所反彈，導致政治和市場動盪。7.難以預測的領袖喜怒無常的領袖將使國際政治異常動盪。8.巴西巴西總統羅賽芙（Dilma Rousseff）正在為總統寶座存續奮戰，巴西的政治與經濟危機將漸漸惡化。9.不徹底的選舉新興市場2014至2015有1波歷史性的全國大選，但今年新興市場選民參與選舉的機會卻相對減少。10.土耳其土耳其總統艾爾段（Recep Tayyip Erdogan）去年底率正義發展黨（AK Party）贏得歷史性勝選，現在將推動總統制取代議會制。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
